Name,A/L_Subjects,Your_choise,Parent_Income,District,City,Degree_University,University_City
coolstuff1989,Science,Agriculture,175000,Colombo,Koswatta,Bio Statistics - Postgraduate Institute of Agriculture University of Peradeniya,
cdacms14,Arts,Music & Drama,250000,Gampaha,Kadawatha,Music - university of visual and performing arts,
vettri,Science,Computing,300000,Colombo,Kottawa,Computer Networks - NSBM Green University,
priyanki_Info,Science,Humanities & Science,250000,Gampaha,Nittambuwa,Biotechnology - Sri Lanka Institute of Information Technology(SLIIT),
fasehur,Arts,Humanities & Science,250000,Colombo,Thalawathugoda,Law - Sri Lanka Institute of Information Technology(SLIIT),
sandeep boinpally,Maths,Computing,100000,Gampaha,Kiribathgoda,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
prashanth08,Arts,Designing,100000,Colombo,Kottawa,Fashion Design - National Institute of Business Management,
manuteja,Science,Agriculture,100000,Kandy,Kandy,Food Science & Technology - Postgraduate Institute of Agriculture University of Peradeniya,
naren123,Arts,Computing,100000,Colombo,Koswatta,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
ankiitagarwal,Arts,Designing,100000,Colombo,Homagama,Fashion Design - National Institute of Business Management,
lmaggoo,Arts,Computing,175000,Matara,Matara,Computer Science - Sri Lanka Institute of Information Technology(SLIIT),matara
nehagoel17,Commerce,Business,175000,Colombo,Homagama,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
Srini1990,Arts,Music & Drama,150000,Hambantota,Hambantota,Music - university of visual and performing arts,
silverknight,Arts,Business,120000,Galle,Hikkaduwa,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
an101,Maths,Engineering,180000,Matara,Matara,Civil Engineering - General Sir John Kotelawala Defence University,
kanap008,Arts,Business,120000,Galle,Galle,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
praveensrikanth91,Maths,Engineering,120000,Gampaha,Negombo,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
neilmehta87,Arts,Hospitality & Culinary,150000,Galle,Galle,Event Management - Sri Lanka Institute of Information Technology(SLIIT),
vikas8190,Science,Computing,200000,Gampaha,Negombo,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
pavankota1990,Science,Computing,150000,Colombo,Avissawella,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
gokullu,Arts,Business,180000,Gampaha,Nittambuwa,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
abhiverma_0306,Technology,Engineering,180000,Matara,Matara,Civil Engineering - General Sir John Kotelawala Defence University,
sriharsha284,Science,Agriculture,250000,Colombo,Rathmalana,Food Science & Technology - Postgraduate Institute of Agriculture University of Peradeniya,
rajat.shetty1,Maths,Computing,130000,Colombo,Avissawella,Data Science - Sri Lanka Institute of Information Technology(SLIIT),
rvvr,Arts,Business,90000,Matara,Matara,Marketing Management - Sri Lanka Institute of Information Technology(SLIIT),
parin,Maths,Computing,150000,Matara,Matara,Computer Science - Sri Lanka Institute of Information Technology(SLIIT),matara
sumit29071988,Technology,Engineering,350000,Kandy,Peradeniya,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
arty176,Arts,Hospitality & Culinary,175000,Colombo,Moratuwa,Event Management - Sri Lanka Institute of Information Technology(SLIIT),
NithinN,Science,Computing,120000,Gampaha,Kiribathgoda,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
dhaval0330,Arts,Business,300000,Colombo,Malabe,Marketing Management - Sri Lanka Institute of Information Technology(SLIIT),
Tharunika S,Arts,Business,140000,Gampaha,Kiribathgoda,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
tokkas786,Maths,Computing,150000,Gampaha,Kiribathgoda,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
plondie,Maths,Engineering,100000,Gampaha,Kiribathgoda,Civil Engineering - Sri Lanka Institute of Information Technology(SLIIT),
parvesh.jain128,Science,Computing,150000,Galle,Galle,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
rajbxe789,Arts,Humanities & Science,100000,Kandy,Kandy,Law - Sri Lanka Institute of Information Technology(SLIIT),
jimvak,Technology,Engineering,180000,Kandy,Katugastota,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
Snagalla1,Science,Agriculture,100000,Kandy,Kandy,Bio Statistics - Postgraduate Institute of Agriculture University of Peradeniya,
shalabh_1205,Arts,Business,120000,Matara,Matara,Marketing Management - Sri Lanka Institute of Information Technology(SLIIT),
macap22,Maths,Computing,175000,Matara,Matara,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),matara
udaysagar44,Technology,Engineering,140000,Colombo,Thalawathugoda,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
nt12,Science,Computing,100000,Matara,Matara,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),matara
Allizzwell,Technology,Architecture,140000,Matara,Matara,Architects - Sri Lanka Institute of Architects,
phanikiran.kara,Science,Computing,160000,Kalutara,Beruwala,Data Science - General Sir John Kotelawala Defence University,
mrsheldoncooper,Maths,Architecture,150000,Kalutara,Wadduwa,Architects - General Sir John Kotelawala Defence University,
MissNov,Commerce,Agriculture,150000,Colombo,Kolonnawa,Bio Statistics - Postgraduate Institute of Agriculture University of Peradeniya,
rajesh28892,Science,Computing,175000,Colombo,Kotikawatta,Computer Networking - ESOFT Metro Campus,
Ujjwal6800,Science,Humanities & Science,160000,Kalutara,Katukurunda,Quantity Surveying - University of Vocational Technology Ratmalana,
siddharthgupta,Science,Engineering,300000,Colombo,Rajagiriya,Electrical & Electronic Engineering - General Sir John Kotelawala Defence University,
Cog754,Commerce,Business,250000,Colombo,Kottawa,Marketing management - NSBM Green University,
venky1234,Commerce,Humanities & Science,100000,Colombo,Pannipitiya,Law - Sri Lanka Institute of Information Technology(SLIIT),
Sap19,Arts,Business,175000,Hambantota,Hambantota,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
LBJ23,Arts,Hospitality & Culinary,100000,Matara,Matara,Commercial Cookery - Sri Lanka Institute of Information Technology(SLIIT),
parthi0202,Science,Humanities & Science,150000,Gampaha,Kiribathgoda,Law - Sri Lanka Institute of Information Technology(SLIIT),
Deepa Devaraj,Maths,Engineering,100000,Gampaha,Kiribathgoda,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
niran305,Science,Computing,150000,Colombo,Rathmalana,Information Technology - General Sir John Kotelawala Defence University,
amteamita,Maths,Engineering,100000,Kalutara,Panadura,Civil Engineering - General Sir John Kotelawala Defence University,
mscs101,Arts,Business,170000,Kurunagala,Polgasowita,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
aadilirani,Arts,Computing,160000,Kurunagala,Kurunagala,Data Science - Sri Lanka Institute of Information Technology(SLIIT),
jedi_knight,Maths,Humanities & Science,200000,Kurunagala,Kuliyapitiya,Broadcasting & Journalism - National Institute of Business Management,
torres,Science,Computing,175000,Matara,Matara,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
pnanda,Commerce,Computing,100000,Colombo,Kottawa,Computer Networks - NSBM Green University,
Mozi,Commerce,Business,125000,Hambantota,Hambantota,HR Management - NSBM Green University,
MukteshKhole,Arts,Business,125000,Colombo,Malabe,Business Management - Sri Lanka Institute of Information Technology(SLIIT),
arundan14,Maths,Engineering,175000,Kalutara,Panadura,Civil Engineering - General Sir John Kotelawala Defence University,
kstr,Arts,Business,175000,Kurunagala,Polgasowita,Business Management - Sri Lanka Institute of Information Technology(SLIIT),
abhi4yoyo,Maths,Business,150000,Colombo,Koswatta,Marketing Management - Asia Pacific Institute of Information Technology Sri Lanka,
shashank_joshil,Science,Music & Drama,250000,Colombo,Pannipitiya,Visual Arts - university of visual and performing arts,
lambofgod,Maths,Business,175000,Kalutara,Panadura,Logistics Management - General Sir John Kotelawala Defence University,
Vertika21,Arts,Hospitality & Culinary,100000,Ratnapura,Ratnapura,Commercial Cookery - Sri Lanka Institute of Information Technology(SLIIT),
padayappa,Commerce,Computing,300000,Kurunagala,Kurunagala,Computer Networks - NSBM Green University,
Controlgal,Commerce,Computing,100000,Galle,Galle,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
pranshu.shelat,Commerce,Business,150000,Galle,Galle,Marketing Management - Asia Pacific Institute of Information Technology Sri Lanka,
tracygreenlight,Arts,Agriculture,120000,Puttalam,Wennappuwa,Architects - Sri Lanka Institute of Architects,
sachinram,Maths,Computing,100000,Matara,Matara,Data Science - General Sir John Kotelawala Defence University,
vaibhav.vaidya,Commerce,Business,150000,Badulla,Narangala,Business Management - Sri Lanka Institute of Information Technology(SLIIT),
piyush-nimbalkar,Arts,Humanities & Science,250000,Kandy,Pilimathalawa,Law - Sri Lanka Institute of Information Technology(SLIIT),
cyberchrist,Maths,Business,100000,Kandy,Pilimathalawa,Management in Marketing - Horizon Campus,
Debalina,Technology,Engineering,120000,Colombo,Homagama,Electrical & Electronic Engineering - NSBM Green University,
ashwinkm,Arts,Computing,100000,Galle,Galle,Data Science - General Sir John Kotelawala Defence University,
rahul342,Science,Computing,125000,Gampaha,Kiribathgoda,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
GuiTariq,Arts,Architecture,120000,Kandy,Katugastota,Architects - Sri Lanka Institute of Information Technology(SLIIT),
Payel123,Science,Computing,180000,Gampaha,Kiribathgoda,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
kesari,Maths,Computing,175000,Gampaha,Kadawatha,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
Mandy09,Arts,Computing,175000,Colombo,Rathmalana,Computer Science - General Sir John Kotelawala Defence University,
shayon23,Technology,Computing,175000,Colombo,Kotikawatta,Computer Science - Australian College of Business and Technology(ACBT),
hungundanil,Arts,Designing,180000,Matara,Matara,Fashion Design - National Institute of Business Management,
radiomirchi,Commerce,Business,250000,Matara,Weligama,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
FallAdmit,Arts,Music & Drama,100000,Kandy,Pilimathalawa,Music - university of visual and performing arts,
manojmg1990,Commerce,Business,100000,Matara,Matara,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
nikhilmantha,Arts,Computing,160000,Colombo,Kottawa,Computer Networks - NSBM Green University,
siva.bobbili,Maths,Computing,175000,Colombo,Rathmalana,Data Science - General Sir John Kotelawala Defence University,
roopeshreddy77,Arts,Humanities & Science,175000,Colombo,Koswatta,Law - Sri Lanka Institute of Information Technology(SLIIT),
gundaswaraj,Technology,Computing,125000,Colombo,Kottawa,Computer Networks - NSBM Green University,
kiranbg123,Arts,Hospitality & Culinary,95000,Colombo,Kottawa,Commercial Cookery - Sri Lanka Institute of Information Technology(SLIIT),
Akash Sethi,Arts,Humanities & Science,175000,Ratnapura,Ratnapura,Broadcasting & Journalism - National Institute of Business Management,
algosinspired,Commerce,Humanities & Science,175000,Matara,Matara,Quantity Surveying - University of Vocational Technology Ratmalana,
deepakmd,Arts,Humanities & Science,250000,Kurunagala,Polgasowita,Law - Sri Lanka Institute of Information Technology(SLIIT),
jWilshere,Maths,Computing,100000,Colombo,Rathmalana,Software Engineering - General Sir John Kotelawala Defence University,
nilesh99999,Commerce,Business,100000,Kurunagala,Kuliyapitiya,Business Management - Sri Lanka Institute of Information Technology(SLIIT),
Dr. Sheldon Cooper,Commerce,Business,125000,Hambantota,Hambantota,Marketing management - NSBM Green University,
sriram_m,Arts,Computing,150000,Puttalam,Wennappuwa,Mulitimedia Techonogy - ESOFT Metro Campus,
tejastejdc,Maths,Architecture,100000,Galle,Galle,Architects - Sri Lanka Institute of Architects,
yugandhar91,Arts,Computing,125000,Kalutara,Panadura,Software Technology - University of Vocational Technology Ratmalana,
saisivaprasad,Science,Business,120000,Colombo,Moratuwa,HR Management - BMS Business Management School,
prem.avn,Arts,Architecture,120000,Kandy,Katugastota,Architects - Sri Lanka Institute of Information Technology(SLIIT),
ANJANAGR,Technology,Engineering,100000,Matara,Matara,Electrical & Electronic Engineering - NSBM Green University,
anushar31,Science,Computing,150000,Badulla,Narangala,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
vij2288,Science,Humanities & Science,150000,Gampaha,Kiribathgoda,Nursing - Sri Lanka Institute of Information Technology(SLIIT),
abhi88,Maths,Business,125000,Colombo,Rathmalana,HR Management - BMS Business Management School,
Sideways,Technology,Computing,180000,Kalutara,Wadduwa,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
madhu_vasu1,Science,Humanities & Science,150000,Kandy,Peradeniya,Philosophy - National Institute of Fundamental Studies Sri Lanka,
dexterboy,Maths,Architecture,220000,Galle,Galle,Architects - General Sir John Kotelawala Defence University,
crathore,Science,Computing,100000,Colombo,Kolonnawa,Data Science - Sri Lanka Institute of Information Technology(SLIIT),
tholland,Arts,Engineering,175000,Gampaha,Kiribathgoda,Materials Engineering - Sri Lanka Institute of Information Technology(SLIIT),
AdityaBhardwaj,Commerce,Computing,300000,Kandy,Kandy,Software Engineering - General Sir John Kotelawala Defence University,
nehat09,Commerce,Humanities & Science,125000,Colombo,Rajagiriya,English - Sri Lanka Institute of Information Technology(SLIIT),
ankkit_malhotra90,Maths,Computing,250000,Kandy,Kandy,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
juibhagat,Arts,Business,175000,Colombo,Kottawa,Marketing management - NSBM Green University,
babi2010,Arts,Designing,150000,Galle,Galle,Architects - General Sir John Kotelawala Defence University,
rohanisbusy,Commerce,Humanities & Science,150000,Trincomalee,Trincomalee,Law - Sri Lanka Institute of Information Technology(SLIIT),
anirudh690,Arts,Designing,100000,Matara,Matara,Fashion Design - National Institute of Business Management,
manu981,Arts,Computing,150000,Kalutara,Kalutara,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
raj_vrg,Commerce,Computing,300000,Kalutara,Panadura,Computer Science - Australian College of Business and Technology(ACBT),
ms_esprit,Maths,Engineering,150000,Colombo,Kottawa,Civil Engineering - General Sir John Kotelawala Defence University,
padawan,Commerce,Computing,250000,Kurunagala,Kurunagala,Computer Science - Sri Lanka Institute of Information Technology(SLIIT),
jaybharath,Science,Engineering,200000,Galle,Galle,Civil Engineering - General Sir John Kotelawala Defence University,
krtkrv,Commerce,Computing,100000,Kandy,Pilimathalawa,Mulitimedia Techonogy - ESOFT Metro Campus,
karvy1,Commerce,Business,175000,Matara,Dikwella,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
shantanu,Maths,Engineering,100000,Hambantota,Hambantota,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
classymits,Science,Computing,125000,Gampaha,Kiribathgoda,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
anandShenoy1,Maths,Engineering,175000,Gampaha,Negombo,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
akshay_awasthy,Maths,Architecture,100000,Galle,Galle,Architects - General Sir John Kotelawala Defence University,
PacificLemur,Commerce,Business,150000,Matara,Matara,Logistics Management - General Sir John Kotelawala Defence University,
ashish.dss,Science,Engineering,100000,Colombo,Maharagama,Electrical & Electronic Engineering - General Sir John Kotelawala Defence University,
spiky,Maths,Architecture,180000,Colombo,Angoda,Architects - Sri Lanka Institute of Architects,
arpitg1991,Maths,Business,180000,Colombo,Koswatta,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
crazyfellow,Science,Computing,150000,Gampaha,Negombo,Information Technology - Sri Lanka Institute of Information Technology(SLIIT),
Swati subhedar,Arts,Engineering,150000,Kalutara,Katukurunda,Civil Engineering - General Sir John Kotelawala Defence University,
NManoj,Commerce,Computing,90000,Colombo,Kottawa,Computer Networks - NSBM Green University,
phdapplicanteecs,Technology,Engineering,180000,Colombo,Kolonnawa,Civil Engineering - Sri Lanka Institute of Information Technology(SLIIT),
avvasrinivas,Science,Agriculture,125000,Matara,Dikwella,Agriculture Biology - Institute for Agro-Technology and Rural Sciences,
jothimit22,Maths,Humanities & Science,100000,Colombo,Kotikawatta,Philosophy - National Institute of Fundamental Studies Sri Lanka,
amruta87,Commerce,Business,100000,Colombo,Kollupitiya,HND - IDM University,
mystical,Maths,Computing,125000,Matara,Matara,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
BruceWayneJr,Maths,Business,90000,Colombo,Rathmalana,HR Management - BMS Business Management School,
vpp,Science,Engineering,100000,Jaffna,Jaffna,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
marumano,Commerce,Business,200000,Colombo,Moratuwa,HR Management - BMS Business Management School,
vidu333@gmail.com,Arts,Humanities & Science,125000,Matara,Matara,Law - Sri Lanka Institute of Information Technology(SLIIT),
singhsg,Maths,Computing,200000,Colombo,Homagama,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
Ran-San,Arts,Humanities & Science,150000,Hambantota,Hambantota,Law - Sri Lanka Institute of Information Technology(SLIIT),
moiz,Arts,Computing,150000,Kalutara,Aluthgama,Information Technology - General Sir John Kotelawala Defence University,
srikanth.maddala,Commerce,Computing,150000,Gampaha,Negombo,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
shwetaj17,Commerce,Computing,175000,Gampaha,Kiribathgoda,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
porwal.animesh,Maths,Computing,175000,Galle,Ambalangoda,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
vickyramuk,Arts,Music & Drama,90000,Colombo,Thalahena,Visual Arts - university of visual and performing arts,
skkumar86,Maths,Architecture,175000,Matara,Matara,Architects - Sri Lanka Institute of Architects,
uvaraja,Maths,Engineering,180000,Galle,Galle,Bio System - South Asian Institute of Technology and Medicine Malabe,
anitsahu,Arts,Computing,180000,Colombo,Koswatta,Computer Science - Australian College of Business and Technology(ACBT),
DivyaTejaswiK,Commerce,Computing,200000,Kandy,Pilimathalawa,Networking & Mobile Computing - Horizon Campus,
mohanasudhan,Science,Computing,250000,Colombo,Koswatta,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
ankusharora1190,Commerce,Business,100000,Colombo,Hokandara,Management in Marketing - Horizon Campus,
osamaimam11,Commerce,Computing,125000,Colombo,Thalawathugoda,Computer Science - Australian College of Business and Technology(ACBT),
adisas91,Science,Agriculture,150000,Ratnapura,Ratnapura,Agriculture Biology - Institute for Agro-Technology and Rural Sciences,
gudladona,Maths,Computing,150000,Colombo,Angoda,Computer Networking - ESOFT Metro Campus,
sameer.t,Arts,Computing,200000,Matara,Matara,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
snigdhakshirsagar,Commerce,Computing,200000,Kandy,Pilimathalawa,Networking & Mobile Computing - Horizon Campus,
Rashu25,Arts,Agriculture,170000,Colombo,Angoda,Bio Statistics - Postgraduate Institute of Agriculture University of Peradeniya,
tvikranthbabu,Arts,Computing,90000,Colombo,Koswatta,Computer Science - Australian College of Business and Technology(ACBT),
arham1891,Commerce,Engineering,180000,Galle,Ambalangoda,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
harekrishnaparikh,Arts,Business,180000,Kalutara,Beruwala,Logistics Management - General Sir John Kotelawala Defence University,
nvkchowdary,Commerce,Business,150000,Colombo,Thalawathugoda,Accounting & Finance - Asia Pacific Institute of Information Technology Sri Lanka,
my39289,Maths,Architecture,100000,Galle,Galle,Architects - Sri Lanka Institute of Architects,
Anshal_Anand,Arts,Music & Drama,100000,Colombo,Rajagiriya,Visual Arts - university of visual and performing arts,
deedee110,Maths,Computing,120000,Colombo,Hokandara,Computer Science - Sri Lanka Institute of Information Technology(SLIIT),
tanmay.monga,Arts,Architecture,120000,Kandy,Katugastota,Architects - Sri Lanka Institute of Information Technology(SLIIT),
ajinkyamandhare,Maths,Computing,90000,Galle,Galle,Computer Science - Sri Lanka Institute of Information Technology(SLIIT),
swara22,Commerce,Engineering,120000,Hambantota,Hambantota,Civil Engineering - Sri Lanka Institute of Information Technology(SLIIT),
arjunwadhwa27,Commerce,Business,170000,Gampaha,Kelaniya,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
spiketospica,Arts,Business,90000,Galle,Galle,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
NikhilAgnihotri27,Commerce,Computing,180000,Colombo,Kottawa,Computer Science - General Sir John Kotelawala Defence University,
patiladitya92,Science,Music & Drama,170000,Matara,Weligama,Music - university of visual and performing arts,
spiderman07,Commerce,Business,250000,Matara,Matara,Logistics Management - Sri Lanka Institute of Information Technology(SLIIT),
joyous,Maths,Engineering,250000,Gampaha,Wattala,Electrical & Electronic Engineering - NSBM Green University,
bindas_venkat,Technology,Computing,180000,Colombo,Homagama,Computer Networks - NSBM Green University,
Thenewerguy,Maths,Business,120000,Matara,Matara,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
sr71,Commerce,Business,175000,Gampaha,Kottawa,HR Management - NSBM Green University,
venk90,Arts,Computing,100000,Gampaha,Kiribathgoda,Information Technology - ICBT,
jay.kothari,Maths,Business,150000,Colombo,Kaduwela,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
mondeep,Arts,Computing,100000,Kalutara,Panadura,Software Engineering - General Sir John Kotelawala Defence University,
zameelmharis,Science,Humanities & Science,120000,Colombo,Kottawa,Nursing - General Sir John Kotelawala Defence University,
KGThakur,Maths,Hospitality & Culinary,100000,Matara,Matara,Hospitality management - Sri Lanka Institute of Information Technology(SLIIT),
nabuttom,Arts,Architecture,120000,Kandy,Katugastota,Architects - Sri Lanka Institute of Information Technology(SLIIT),
jitrc,Science,Computing,125000,Gampaha,Kiribathgoda,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
prashanthreddyd,Science,Business,150000,Colombo,Kottawa,HR Management - NSBM Green University,
vishalugle,Maths,Engineering,90000,Colombo,Koswatta,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
kvbharadwaj,Maths,Engineering,175000,Gampaha,Negombo,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
achint,Maths,Architecture,175000,Matara,Matara,Architects - Sri Lanka Institute of Architects,
roshan_208,Commerce,Humanities & Science,90000,Kandy,Kandy,Law - Sri Lanka Institute of Information Technology(SLIIT),
pankajkhatkar,Maths,Business,180000,Colombo,Koswatta,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
sandhiya.v.a,Maths,Engineering,125000,Gampaha,Kiribathgoda,Materials Engineering - Sri Lanka Institute of Information Technology(SLIIT),
shrey911,Science,Computing,180000,Colombo,Moratuwa,Software Engineering - ESOFT Metro Campus,
Madhu4,Arts,Computing,175000,Kandy,Kandy,Networking & Mobile Computing - Horizon Campus,
Arvind_1,Science,Computing,180000,Hambantota,Hambantota,Data Science - General Sir John Kotelawala Defence University,
shvmrulz,Commerce,Computing,150000,Colombo,Koswatta,Software Engineering - Asia Pacific Institute of Information Technology Sri Lanka,
parth.naik,Maths,Engineering,100000,Hambantota,Hambantota,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
theonyhero28,Maths,Computing,180000,Colombo,Homagama,Computer Networks - NSBM Green University,
pritesh13,Maths,Computing,190000,Colombo,Rathmalana,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
abhishek.rakshe,Commerce,Business,180000,Galle,Galle,HR Management - NSBM Green University,
Ram Kumar 41906,Arts,Business,180000,Gampaha,Kiribathgoda,Management Information System - Sri Lanka Institute of Information Technology(SLIIT),
jothiram7,Maths,Architecture,175000,Matara,Matara,Architects - Sri Lanka Institute of Architects,
kavishp,Arts,Business,150000,Kalutara,Panadura,HND - IDM University,
kunalkumar,Maths,Computing,100000,Colombo,Kottawa,Computer Networks - NSBM Green University,
ubMisDeepThroat,Arts,Designing,175000,Matara,Matara,Fashion Design - National Institute of Business Management,
parikshitp,Commerce,Business,150000,Colombo,Thalawathugoda,Accounting & Finance - Asia Pacific Institute of Information Technology Sri Lanka,
ashish2725,Maths,Computing,100000,Colombo,Kottawa,Computer Networks - NSBM Green University,
enigma4585,Arts,Humanities & Science,140000,Colombo,Kottawa,Broadcasting & Journalism - National Institute of Business Management,
sadamkeerthana,Arts,Business,120000,Colombo,Kottawa,Marketing management - NSBM Green University,
ms2011sagar,Commerce,Business,180000,Colombo,Koswatta,Accounting & Finance - Asia Pacific Institute of Information Technology Sri Lanka,
grefall09,Commerce,Computing,120000,Colombo,Thalawathugoda,Software Engineering - Asia Pacific Institute of Information Technology Sri Lanka,
ffranc1,Maths,Computing,125000,Kandy,Kandy,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
harsha vardhan,Technology,Engineering,150000,Colombo,Kottawa,Civil Engineering - General Sir John Kotelawala Defence University,
mustafa1291,Arts,Business,175000,Kurunagala,Polgasowita,Logistics Management - Sri Lanka Institute of Information Technology(SLIIT),
kum_cs,Arts,Humanities & Science,180000,Colombo,Kottawa,Broadcasting & Journalism - National Institute of Business Management,
Invigor,Science,Agriculture,100000,Gampaha,Kiribathgoda,Architects - Sri Lanka Institute of Architects,
uamehta,Commerce,Humanities & Science,120000,Matara,Matara,Law - Sri Lanka Institute of Information Technology(SLIIT),
pavani7391,Arts,Hospitality & Culinary,150000,Colombo,Moratuwa,Hospitality management - Sri Lanka Institute of Information Technology(SLIIT),
rbharath_11,Maths,Computing,90000,Galle,Galle,Computer Science - Sri Lanka Institute of Information Technology(SLIIT),
krupa.jag,Science,Agriculture,250000,Gampaha,Kiribathgoda,Agriculture Economics - Postgraduate Institute of Agriculture University of Peradeniya,
Amal098,Arts,Music & Drama,90000,Colombo,Rathmalana,Visual Arts - university of visual and performing arts,
anithin1987,Arts,Business,90000,Badulla,Narangala,HR Management - NSBM Green University,
sahi123,Maths,Engineering,140000,Colombo,Rathmalana,Electrical & Electronic Engineering - General Sir John Kotelawala Defence University,
Sanchita28,Maths,Engineering,175000,Gampaha,Negombo,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
murdocc007,Science,Computing,180000,Matara,Matara,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
dilarasemerci,Maths,Computing,190000,Colombo,Rathmalana,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
srinivasa,Arts,Business,100000,Vavuniya,Vavuniya,Logistics Management - Sri Lanka Institute of Information Technology(SLIIT),
vidhoonv,Maths,Architecture,175000,Matara,Matara,Architects - Sri Lanka Institute of Architects,
Vrushalm,Commerce,Business,100000,Polonnaruwa,Hingurakgoda,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
Pacific112358,Commerce,Business,100000,Nuwara Eliya,Nuwara Eliya,Business Management - Sri Lanka Institute of Information Technology(SLIIT),
GREDummy007,Arts,Business,180000,Kalutara,Beruwala,Logistics Management - General Sir John Kotelawala Defence University,
rukshan,Arts,Humanities & Science,100000,Monaragala,Dambagalla,Law - Sri Lanka Institute of Information Technology(SLIIT),
KazekageGaara,Commerce,Business,100000,Matale,Matale,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
abhi4593,Science,Computing,150000,Gampaha,Negombo,Information Technology - Sri Lanka Institute of Information Technology(SLIIT),
abhi91shek,Arts,Humanities & Science,100000,Batticaloa,Batticaloa,Law - Sri Lanka Institute of Information Technology(SLIIT),
Prasnna,Commerce,Business,100000,Ampara,Ampara,Business Management - Sri Lanka Institute of Information Technology(SLIIT),
hiteshmittal389,Arts,Business,100000,Polonnaruwa,Minneriya,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
natang23,Science,Computing,180000,Colombo,Moratuwa,Software Engineering - ESOFT Metro Campus,
desaichintan,Science,Agriculture,125000,Matara,Dikwella,Agriculture Biology - Institute for Agro-Technology and Rural Sciences,
aniketpal,Commerce,Business,100000,Polonnaruwa,Elahera,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
